id_cliente,nombre,apellido,telefono,email,fecha_registro
1218,Stella,Sierra,606 544 69 72,antonioorozco@example.net,2024-08-24
1219,Marisol,Rodríguez,573105102312,lopezlaura@example.net,2025-12-30
1220,Juan,Gutiérrez,57 313 855 60 85,lisbethrodriguez@example.net,2024-12-07
1221,Edgar,Gutiérrez,3051831155,fonsecaliliana@example.org,2024-04-16
1222,Jaime,Mercado,3115065684,juanortega@example.org,2024-06-20
1223,Angélica,Gaitán,01 8000 900 449,silvio58@example.net,2025-03-18
1224,Ariel,Garcés,(+57)3226791386,alberto05@example.com,2024-05-03
1225,Beatriz,Vélez,57 311 127 63 06,lucia96@example.com,2024-08-02
1226,Socorro,Díaz,(+57)6012337077,,2025-04-02
1227,José,Pinto,(+57)3201488655,,2025-03-02
1228,Leonardo,Rojas,018006573166,mariatorres@example.org,2024-06-30
1229,Luz,García,+573220737918,,2024-05-02
1230,Carolina,Rosero,576066528794,mariavera@example.org,2025-01-08
1231,Harvey,Gaitán,+57 602 428 54 98,alba04@example.net,2026-03-09
1232,Felipe,Sánchez,+573040069035,cristina26@example.net,2026-01-28
1233,Fanny,Murillo,573029905013,,2024-12-12
1234,Fabián,González,3129698740,vilma93@example.net,2025-05-18
1235,Ricardo,Polo,573094689212,sanchezjhon@example.org,2026-03-12
1236,Ana,Jiménez,303 844 60 04,enriquebermudez@example.org,2025-04-24
1237,Diego,Silva,+573055808934,johannarodriguez@example.org,2024-10-20
1238,Fernando,Caicedo,57 603 824 91 52,miguel22@example.org,2024-07-30
1239,Eugenia,Castrillón,573267676727,gdelgado@example.net,2024-03-31
1240,David,Montoya,018007086945,jose37@example.net,2025-01-07
1241,Gloria,Rojas,+576087621465,,2024-12-28
1242,José,Peña,(+57)3159368285,lbecerra@example.org,2025-03-10
1243,Eduardo,Mena,57 315 285 35 29,fernandobuitrago@example.net,2024-07-27
1244,Marcela,Gutiérrez,3206200268,,2024-07-30
1245,Leonor,Arias,+57 311 218 91 88,,2026-02-28
1246,Omar,Restrepo,(+57)3156284670,ygaleano@example.net,2024-12-15
1247,Alcira,Medina,307 444 73 00,armando20@example.com,2025-04-24
1248,Ligia,Arias,+57 601 797 40 62,sperez@example.com,2025-11-19
1249,Patricia,Moreno,(+57) 307 848 12 11,pgiraldo@example.org,2026-03-14
1250,Luz,Gómez,6012849842,kevin74@example.com,2025-06-22
1251,Julia,Fernández,(+57) 303 780 44 15,,2026-01-10
1252,Carmen,Castillo,(+57)6032422497,isabel00@example.com,2024-10-15
1253,Catalina,Ramírez,1096033,luisceron@example.com,2024-04-26
1254,Ana,Marín,018009631567,,2025-10-13
1255,Eduardo,Herrera,57 316 356 43 49,omosquera@example.org,2026-03-08
1256,Gloria,Jaimes,+57 329 641 92 90,lealronald@example.org,2024-08-24
1257,Blanca,Castaño,(+57)3208963221,,2024-07-03
1258,Hernán,Hurtado,3229410187,maria04@example.com,2025-02-13
1259,Edwin,Herrera,(+57)3161147118,osorioleidy@example.org,2024-12-11
1260,Emiro,Restrepo,(+57)3269524166,,2026-02-02
1261,Lorena,Delgado,(+57)3000270369,luciareyes@example.com,2024-05-09
1262,Fabio,Rincón,3203058925,,2024-08-07
1263,Eduar,Hurtado,+57 315 939 63 82,projas@example.net,2024-10-26
1264,Karina,Benavides,3288994819,jguzman@example.net,2025-09-09
1265,Edward,Quintero,850 58 11,nelsyescobar@example.org,2024-10-07
1266,Fernando,Rojas,(+57)6073998818,bgomez@example.net,2025-09-20
1267,Rubiela,Rojas,+573279520364,tsuarez@example.net,2024-12-27
1268,Alicia,Leal,(+57) 320 647 26 82,martinezfrancisco@example.org,2024-05-27
1269,Gladys,Vásquez,3292025612,,2024-05-26
1270,Martha,Padilla,(+57)3220195786,vortiz@example.com,2024-05-27
1271,Rosa,Gómez,(+57)3234833668,,2026-03-07
1272,Natalia,Moreno,3215244397,npacheco@example.net,2024-10-18
1273,Andrea,Saavedra,3085727416,,2025-11-17
1274,Tulio,Domínguez,326 163 30 95,leonhernan@example.net,2025-08-08
1275,Natalia,Molina,57 300 542 87 77,,2024-12-23
1276,Cristian,Jiménez,01 8001 123 293,garrieta@example.net,2026-01-17
1277,Willian,Osorio,573255416800,rafaelfonseca@example.com,2024-09-11
1278,Cecilia,Medina,(+57)3100060206,emurcia@example.net,2025-02-09
1279,Gabriel,Aguirre,+57 303 610 84 03,manuelarango@example.net,2024-06-20
1280,Rosa,Gamboa,3075386915,rodriguezmaria@example.org,2026-03-08
1281,Luis,Villegas,57 303 372 56 55,,2024-10-24
1282,Edison,Carvajal,(+57)6014798192,arenasluis@example.org,2024-11-26
1283,Jair,Vega,314 904 78 27,leonardomontoya@example.net,2025-07-21
1284,Luz,Mora,3006171998,jimenezrafael@example.com,2025-02-25
1285,Ana,Pérez,57 312 708 86 45,melbarodriguez@example.net,2025-08-05
1286,Juan,Fernández,(+57)3144968147,,2024-04-16
1287,María,Moreno,3128409011,osanchez@example.org,2024-04-12
1288,Daniel,Arrieta,+57 607 586 38 66,anderson36@example.org,2025-01-22
1289,María,Hernández,+57 313 906 74 14,,2025-10-18
1290,Andrés,Montes,308 488 22 67,parrayaneth@example.com,2024-07-28
1291,Sandra,García,+576075115244,rincondaniel@example.org,2025-04-02
1292,Ángel,Rodríguez,573268607555,,2025-04-08
1293,Antonio,Galeano,(+57)3057683530,rodriguezlucia@example.com,2025-07-18
1294,Yaneth,Miranda,+57 319 466 20 56,,2025-09-28
1295,Alexander,Sánchez,573292930696,gnarvaez@example.org,2025-09-20
1296,Jhon,Guzmán,604 124 35 33,herreragloria@example.net,2025-06-07
1297,Alexis,Rueda,+573258102615,adolforodriguez@example.org,2024-04-27
1298,Alexander,Hernández,301 655 32 32,wmaldonado@example.net,2025-09-19
1299,María,Vallejo,(+57)3149239229,,2025-06-08
1300,Claudia,Vargas,6077703119,ramirezfredy@example.org,2025-03-26
1301,Andrés,Pérez,305 520 66 92,,2024-07-25
1302,Nidia,Martínez,319 814 98 74,marcela15@example.net,2024-05-26
1303,Aurelio,Camacho,(+57)6074398333,alexandergarcia@example.com,2025-06-18
1304,Andrea,Parada,573161018821,luzsuarez@example.net,2025-09-29
1305,José,Cortés,322 676 78 25,martha60@example.com,2025-07-04
1306,Rubén,Ortiz,57 601 642 89 14,miguelmartinez@example.org,2024-12-17
1307,Gabriel,Hernández,300 490 26 49,ivanmercado@example.org,2024-07-30
1308,Jorge,Rivera,573044925067,,2024-11-10
1309,Beatriz,Quintero,(+57) 318 300 96 25,,2025-06-13
1310,Fernando,Moreno,57 311 804 66 45,,2025-08-07
1311,Alejandro,Gil,57 323 118 47 47,salgadooscar@example.net,2024-07-30
1312,Nelly,Rosero,57 313 675 95 09,,2025-11-23
1313,Alonso,Villamizar,+57 603 344 66 63,blancarios@example.org,2026-01-21
1314,Geraldine,Gómez,+573243037800,isabelmoreno@example.net,2025-01-04
1315,Andrea,Quintero,+57 303 978 00 15,rocioposada@example.net,2025-04-23
1316,Andrés,Parra,573071995339,,2024-11-29
1317,Manuela,Monroy,57 309 887 36 20,sandrasalazar@example.com,2025-10-06
1318,Emilia,Vargas,57 320 041 34 95,fmartinez@example.org,2025-02-08
1319,Juan,Arroyo,576078397213,lsanchez@example.net,2025-06-29
1320,Inés,Aguilar,+57 300 515 51 09,lopezliliana@example.com,2025-11-23
1321,Wilson,Hernández,(+57)3056342829,ctorres@example.com,2025-08-05
1322,Ángela,González,(+57)3127215896,,2024-07-30
1323,Olga,Gómez,57 317 333 01 46,jorgecardona@example.org,2024-11-30
1324,Sofía,Mosquera,+57 328 978 04 49,osanchez@example.com,2025-02-27
1325,Jhon,Ramírez,5843210,cristinacorrea@example.com,2026-03-29
1326,Fernando,Vásquez,573198330616,albertobermudez@example.net,2024-04-04
1327,Mary,Pérez,3134230764,ktovar@example.net,2025-07-06
1328,Yaneth,Ortega,2445420,german42@example.com,2025-09-11
1329,María,Ríos,57 606 862 93 74,,2024-08-13
1330,Isabel,Gómez,(+57) 306 836 28 38,,2026-01-28
1331,Jesús,Caicedo,+57 301 053 33 07,dhernandez@example.net,2024-10-16
1332,Álvaro,Vélez,+57 310 737 29 46,,2025-05-29
1333,Lucy,Castillo,307 302 55 85,udiaz@example.org,2025-06-20
1334,Luz,Espinosa,+576019297564,eortiz@example.net,2024-09-10
1335,Rocío,Martínez,(+57)3083333537,cabreramaria@example.org,2024-12-22
1336,Mabel,Pérez,(+57)3103000002,luis47@example.com,2024-09-06
1337,Martha,Burbano,+573278611980,valenciaalexander@example.net,2024-04-02
1338,Catherine,Martínez,+573114196395,,2024-10-12
1339,Robinson,Narváez,57 608 674 25 68,lozanopablo@example.org,2026-03-29
1340,Cristian,Álvarez,573202408795,diaznel@example.org,2025-05-29
1341,Ferney,Medina,+57 327 941 21 71,karen62@example.org,2025-11-05
1342,Camilo,Caballero,7760908,,2025-03-27
1343,Nancy,Flórez,314 115 90 76,raul81@example.net,2025-12-19
1344,María,Restrepo,573250139167,clara90@example.net,2024-05-01
1345,Martha,Bedoya,57 300 066 94 99,montescarlos@example.org,2025-05-06
1346,Víctor,Flórez,(+57) 305 225 57 32,lidabarreto@example.com,2025-02-26
1347,Pablo,Ríos,57 324 546 46 83,jruiz@example.org,2025-01-19
1348,Víctor,Hernández,3038118494,cristinamantilla@example.com,2024-09-17
1349,Alberto,González,57 602 314 13 62,fredymunoz@example.net,2025-12-07
1350,Álvaro,Mejía,6055916755,paolaalarcon@example.org,2025-08-04
1351,Víctor,Sepúlveda,684 85 49,,2025-07-13
1352,Ángela,Rodríguez,6421024,sebastianmartinez@example.com,2025-04-29
1353,Gina,González,601 938 81 97,luis42@example.net,2024-08-11
1354,María,Martínez,8188258,,2024-05-31
1355,Ruth,García,608 539 18 95,,2026-01-28
1356,José,Cortés,3166110122,,2025-02-15
1357,Miguel,Castillo,916 10 21,,2025-10-28
1358,Elena,Sánchez,+573021035647,,2026-01-13
1359,Paula,Mantilla,+573062132037,,2024-03-29
1360,Alba,Maldonado,(+57) 324 930 36 59,martha15@example.org,2024-04-13
1361,Fabián,Velásquez,57 604 687 72 39,carmen53@example.net,2025-05-06
1362,Shirley,Contreras,+57 314 064 67 33,,2025-04-26
1363,Marina,Angulo,(+57) 305 582 11 32,murciajose@example.org,2025-02-04
1364,Carmenza,Quintero,3146739606,xvilla@example.com,2025-11-21
1365,Elías,Hernández,3083723599,ybarreto@example.org,2024-06-15
1366,María,Agudelo,3277913668,,2025-07-05
1367,Karen,Betancur,3031668851,monroydayana@example.com,2025-02-24
1368,Rosa,Sánchez,(+57)3241056153,,2025-04-29
1369,Danny,Moreno,+57 609 445 39 72,,2025-02-26
1370,María,Montoya,360 85 98,fgamboa@example.com,2025-07-12
1371,Michael,Buitrago,+576015983150,yflorez@example.org,2024-04-03
1372,Karina,Velásquez,+573052399314,perezalberto@example.com,2025-04-23
1373,Natalia,Fajardo,2768621,ilopez@example.org,2024-07-05
1374,Enrique,Arias,(+57)3178172597,analozano@example.net,2026-03-15
1375,Ramiro,Córdoba,3016275969,margarita75@example.net,2025-04-20
1376,Enrique,Arenas,3297334252,cperez@example.net,2024-09-20
1377,Edison,Hernández,+57 326 728 61 47,angela84@example.org,2024-10-06
1378,Marcela,Vargas,+57 323 661 36 14,nramos@example.com,2026-03-03
1379,Elver,Hernández,+573013984640,fernanda31@example.net,2025-06-22
1380,Vanessa,Arias,(+57) 329 524 79 37,ipalacios@example.org,2024-10-16
1381,Nelsy,Ávila,6057419722,ramirezyuly@example.org,2025-09-13
1382,Víctor,Duque,(+57)3228103398,wtorres@example.com,2024-03-29
1383,Gloria,López,+573071428174,xvega@example.com,2024-11-07
1384,Edgar,Ríos,309 291 14 96,luciaruiz@example.com,2025-06-06
1385,Eugenia,Gómez,+57 306 999 61 21,hernandeznorma@example.org,2025-06-02
1386,María,Angulo,573293897063,salazarluz@example.com,2024-03-30
1387,Leonor,Hernández,(+57) 328 099 39 05,penaroger@example.net,2024-11-05
1388,Alexandra,Ortiz,(+57)3284568144,,2025-08-10
1389,Juan,Arias,6028390533,yolima83@example.org,2025-07-20
1390,Bernardo,Díaz,(+57)3199885188,rosamosquera@example.net,2025-11-27
1391,Natalia,Londoño,5767439,agudeloandrea@example.org,2025-09-20
1392,Tania,Arboleda,57 602 371 91 81,,2024-10-24
1393,Octavio,Pérez,(+57)3089774204,jhon72@example.net,2024-07-04
1394,Carmenza,Sánchez,+57 304 603 82 83,armando83@example.org,2025-11-01
1395,María,Campo,573147181408,beatriz53@example.org,2024-05-13
1396,Johan,Mejía,304 290 18 97,yrivas@example.com,2024-05-01
1397,Sandra,Flórez,573279904324,,2026-02-16
1398,Cecilia,Pabón,306 855 93 46,andresfigueroa@example.org,2025-06-04
1399,William,Cabrera,018003933635,pvallejo@example.com,2026-01-25
1400,Carolina,Martínez,573210073744,ggonzalez@example.com,2026-03-12
1401,Carolina,Castillo,(+57) 311 447 65 69,diego09@example.org,2025-02-06
1402,Guillermo,Vargas,328 746 81 60,,2025-02-05
1403,Adolfo,Naranjo,(+57) 301 356 08 52,trodriguez@example.com,2024-07-27
1404,Cristina,Alvarado,609 357 05 47,polojose@example.com,2026-01-30
1405,Edilma,Álvarez,(+57)3161107451,rafael24@example.net,2025-10-17
1406,Mercedes,Melo,573066673605,esperanzapaez@example.org,2024-12-20
1407,Carlos,Reyes,315 750 23 96,,2024-05-01
1408,José,Orozco,573027628363,bgaviria@example.net,2024-06-17
1409,María,González,57 324 472 99 42,pazjhon@example.com,2024-04-29
1410,Dario,Álvarez,(+57) 317 606 64 83,,2025-05-08
1411,Esteban,Arango,(+57)3086721629,margaritaarenas@example.org,2024-10-10
1412,Lucía,Hernández,+57 605 605 59 05,,2025-05-11
1413,Jean,Acosta,3024115587,larango@example.org,2024-07-02
1414,Luz,Jiménez,+576094045758,duquesandra@example.net,2024-05-31
1415,Eduardo,Vélez,(+57)6046409563,sotojulio@example.net,2026-03-29
1416,Carlos,Ojeda,+573061569257,,2025-07-09
1417,Tatiana,Herrera,(+57) 601 112 08 52,zordonez@example.com,2024-07-01
1418,Javier,Mosquera,576056461161,valencialucero@example.org,2025-11-09
1419,Natalia,Bedoya,57 607 429 69 93,,2024-06-30
1420,Inés,Jiménez,57 317 154 10 79,lmorales@example.org,2026-03-08
1421,Alejandra,Martínez,3272234533,ramirezluz@example.net,2025-01-03
1422,Andrés,Sánchez,+57 607 346 42 75,,2025-07-02
1423,Alejandra,García,314 790 79 79,murilloraquel@example.org,2026-01-28
1424,Germán,Roa,576021315526,ricardorestrepo@example.net,2024-06-25
1425,Julieth,Pinzón,018002180901,,2025-02-18
1426,Francy,López,3107663358,mejiaalberto@example.com,2024-11-07
1427,Isabel,Navarro,573058917902,,2025-06-24
1428,Aurora,Pineda,(+57)3270884069,dora90@example.net,2025-08-01
1429,Arturo,Angarita,018007361091,,2025-03-17
1430,Jairo,Guerra,3025677109,paezdeyanira@example.com,2025-12-22
1431,Juliana,Medina,321 576 08 08,larboleda@example.org,2024-10-10
1432,Aleida,Bernal,018009058725,ztrujillo@example.com,2025-12-24
1433,Alejandro,Ibarra,606 849 09 12,rafaelcardona@example.org,2026-01-19
1434,Michael,Moreno,573065615707,,2025-10-18
1435,José,Chávez,(+57)3217740288,mesaferney@example.org,2025-05-26
1436,Wilson,Molano,(+57)3118884870,mateo32@example.com,2024-11-13
1437,Pablo,Correa,573147812273,diego44@example.com,2025-10-12
1438,Sebastián,Suárez,1761305,jvanegas@example.com,2024-04-12
1439,Alexis,Vargas,573106320981,,2024-04-10
1440,Ivonne,Márquez,+57 320 463 87 42,psoto@example.com,2024-08-10
1441,Alicia,González,+57 318 781 37 16,,2025-03-02
1442,Omaira,Fernández,(+57) 315 018 46 30,,2024-05-21
1443,Elkin,Narváez,+573228931283,,2024-04-03
1444,Libardo,Meza,+57 329 198 06 65,alejandrocardenas@example.net,2025-01-16
1445,Fernando,González,3078220747,vanessa71@example.net,2025-05-03
1446,Enrique,Moreno,+573266842433,nancy89@example.net,2025-03-03
1447,Eduardo,López,57 603 667 20 20,,2024-09-26
1448,María,Martínez,573053277789,luz19@example.org,2025-12-29
1449,Rosa,González,316 613 45 34,ariascarlos@example.net,2025-08-24
1450,Luis,Velásquez,(+57)3182468912,edith23@example.com,2024-09-15
1451,César,Soto,+57 318 159 30 21,,2025-07-26
1452,Enrique,Ramírez,+573224326858,fernando99@example.org,2024-08-03
1453,José,Quintero,6014039860,uribeantonio@example.org,2024-07-29
1454,Juan,Valencia,309 487 83 54,,2025-01-28
1455,Luis,Acosta,3011614871,lopezjaime@example.org,2025-01-24
1456,Roberto,Rodríguez,314 243 36 93,menamiguel@example.net,2024-05-05
1457,Paola,Ortega,414 10 18,miller48@example.net,2024-09-13
1458,Ángela,Mosquera,+576079608629,,2025-09-11
1459,Xiomara,Salgado,01 8006 761 037,lopezyolima@example.com,2025-12-29
1460,Amparo,Romero,3298835946,jairo14@example.net,2025-11-23
1461,Alba,Chávez,517 43 30,ingridobando@example.org,2025-02-10
1462,Sebastián,Pulido,573069848474,marcela66@example.com,2024-12-23
1463,César,Narváez,+573261623636,sbejarano@example.net,2024-10-03
1464,Gloria,Castro,+57 608 335 73 08,emontenegro@example.com,2024-10-29
1465,Dario,Agudelo,573157514365,ramossergio@example.net,2025-03-22
1466,Olga,Sánchez,01 8009 372 583,,2024-04-07
1467,Liliana,Parada,(+57)3031249850,suareznelson@example.net,2024-06-04
1468,Adolfo,Prada,+57 327 282 13 82,paulamontoya@example.com,2024-05-16
1469,Diana,Bejarano,+57 302 855 30 10,dfranco@example.net,2026-03-28
1470,Gerardo,Velasco,57 322 915 43 88,,2025-12-06
1471,Ana,Ávila,+57 316 469 50 50,bzapata@example.org,2025-04-20
1472,Luis,Gil,+573115144740,,2026-01-24
1473,Leidy,Jaramillo,57 322 921 07 62,,2025-01-05
1474,Jenny,Montenegro,576027623565,,2025-12-22
1475,Luis,Saavedra,3124550551,luisamontes@example.org,2025-04-29
1476,Carmen,Mendoza,018004674157,obetancur@example.net,2025-05-28
1477,Omar,Cifuentes,+573010698401,,2024-11-29
1478,Alexander,Medina,(+57)3295252492,pablo15@example.org,2025-03-28
1479,Carolina,Giraldo,304 182 77 08,,2025-08-26
1480,José,Trujillo,(+57)3010442280,,2024-05-13
1481,Darwin,Rivas,310 855 16 58,omora@example.net,2026-01-08
1482,Sara,Ortega,573258075153,,2025-01-06
1483,Leidy,Arboleda,(+57)3073294227,,2026-02-22
1484,Estella,Jaramillo,+57 302 733 72 99,alirio47@example.net,2025-07-11
1485,Nidia,Velásquez,018009661303,diana00@example.org,2024-12-16
1486,Yolanda,Álvarez,319 212 80 67,gladysvasquez@example.org,2025-01-11
1487,Ximena,Pineda,737 79 65,pvargas@example.net,2025-07-09
1488,Orlando,Roa,+576021650626,,2024-07-12
1489,Diego,Parra,+57 317 288 52 58,giovanny88@example.org,2025-03-16
1490,Óscar,Narváez,(+57)3132328363,juan46@example.net,2025-11-27
1491,María,Villamil,57 605 359 06 23,,2025-01-14
1492,Javier,Jiménez,(+57) 311 796 56 50,ortegaangel@example.net,2024-05-21
1493,Fernando,Medina,+573195148800,gabrielabarrera@example.com,2024-05-10
1494,Nelson,Sanabria,3165763388,diazedison@example.org,2025-12-12
1495,Andrés,Peña,+573153755211,eduardrojas@example.net,2025-10-21
1496,Cristian,Valencia,3269653857,ggalvis@example.com,2024-07-05
1497,Lucía,Díaz,+57 608 795 13 44,rubielamontenegro@example.net,2025-10-30
1498,Daniel,Jiménez,(+57) 322 168 48 12,maldonadosandra@example.org,2024-05-27
1499,Norma,Martínez,3266823132,gbuitrago@example.org,2024-08-24
1500,Milena,Palacios,(+57) 325 169 71 27,wilfredorios@example.org,2025-10-10
